20.59,3.6875
20.591,3.703125
20.592,3.70625
20.593,3.7
20.594,3.70625
20.595,3.696875
20.596,3.71875
20.597,3.721875
20.598,3.725
20.599,3.70625
20.6,3.7125
20.601,3.725
20.602,3.734375
20.603,3.728125
20.604,3.71875
20.605,3.715625
20.606,3.775
20.607,4.040625
20.608,4.45
20.609,4.7125
20.61,4.5
20.611,3.809375
20.612,3.115625
20.613,2.9375
20.614,3.396875
20.615,4.090625
20.616,4.5875
20.617,4.70625
20.618,4.590625
20.619,4.390625
20.62,4.175
20.621,4.003125
20.622,3.909375
20.623,3.85
20.624,3.83125
20.625,3.81875
20.626,3.809375
20.627,3.80625
20.628,3.7875
20.629,3.7875
20.63,3.796875
20.631,3.803125
20.632,3.790625
20.633,3.79375
20.634,3.80625
20.635,3.81875
20.636,3.821875
20.637,3.815625
20.638,3.796875
20.639,3.78125
20.64,3.778125
20.641,3.784375
20.642,3.790625
20.643,3.7875
20.644,3.771875
20.645,3.76875
20.646,3.759375
20.647,3.7625
20.648,3.76875
20.649,3.74375
20.65,3.734375
20.651,3.74375
20.652,3.753125
20.653,3.753125
20.654,3.728125
20.655,3.7125
20.656,3.7
20.657,3.7
20.658,3.70625
20.659,3.7125
20.66,3.69375
20.661,3.696875
20.662,3.703125
20.663,3.70625
20.664,3.690625
20.665,3.69375
20.666,3.703125
20.667,3.7
20.668,3.70625
20.669,3.721875
20.67,3.728125
20.671,3.709375
20.672,3.684375
20.673,3.684375
20.674,3.6875
20.675,3.690625
20.676,3.696875
20.677,3.696875
20.678,3.684375
20.679,3.69375
20.68,3.703125
20.681,3.709375
20.682,3.7
20.683,3.7
20.684,3.7125
20.685,3.728125
20.686,3.725
20.687,3.725
20.688,3.7125
20.689,3.6875
20.69,3.6875
20.691,3.7
20.692,3.696875
20.693,3.7
20.694,3.715625
20.695,3.70625
20.696,3.70625
20.697,3.70625
20.698,3.728125
20.699,3.75
20.7,3.753125
20.701,3.775
20.702,3.803125
20.703,3.80625
20.704,3.765625
20.705,3.71875
20.706,3.678125
20.707,3.68125
20.708,3.70625
20.709,3.734375
20.71,3.715625
20.711,3.690625
20.712,3.69375
20.713,3.6875
20.714,3.690625
20.715,3.6875
20.716,3.696875
20.717,3.6875
20.718,3.703125
20.719,3.715625
20.72,3.71875
20.721,3.696875
20.722,3.696875
20.723,3.696875
20.724,3.696875
20.725,3.69375
20.726,3.7
20.727,3.709375
20.728,3.7
20.729,3.7
20.73,3.7125
20.731,3.71875
20.732,3.70625
20.733,3.71875
20.734,3.81875
20.735,4.15625
20.736,4.571875
20.737,4.715625
20.738,4.38125
20.739,3.63125
20.74,3.01875
20.741,3.003125
20.742,3.553125
20.743,4.215625
20.744,4.628125
20.745,4.6875
20.746,4.521875
20.747,4.3
20.748,4.121875
20.749,3.990625
20.75,3.90625
20.751,3.859375
20.752,3.8375
20.753,3.815625
20.754,3.8
20.755,3.7875
20.756,3.78125
20.757,3.778125
20.758,3.778125
20.759,3.796875
20.76,3.790625
20.761,3.78125
20.762,3.790625
20.763,3.803125
20.764,3.80625
20.765,3.796875
20.766,3.8
20.767,3.784375
20.768,3.790625
20.769,3.80625
20.77,3.8
20.771,3.775
20.772,3.75
20.773,3.74375
20.774,3.75625
20.775,3.746875
20.776,3.740625
20.777,3.75
20.778,3.7375
20.779,3.728125
20.78,3.73125
20.781,3.734375
20.782,3.725
20.783,3.71875
20.784,3.70625
20.785,3.70625
20.786,3.7125
20.787,3.725
20.788,3.7125
20.789,3.69375
20.79,3.69375
20.791,3.70625
20.792,3.70625
20.793,3.690625
20.794,3.6875
20.795,3.69375
20.796,3.696875
20.797,3.7
20.798,3.7
20.799,3.696875
20.8,3.684375
20.801,3.696875
20.802,3.715625
20.803,3.715625
20.804,3.696875
20.805,3.703125
20.806,3.703125
20.807,3.690625
20.808,3.690625
20.809,3.703125
20.81,3.7125
20.811,3.6875
20.812,3.675
20.813,3.6875
20.814,3.69375
20.815,3.696875
20.816,3.7
20.817,3.69375
20.818,3.7125
20.819,3.728125
20.82,3.734375
20.821,3.70625
20.822,3.684375
20.823,3.690625
20.824,3.709375
20.825,3.728125
20.826,3.74375
20.827,3.775
20.828,3.796875
20.829,3.79375
20.83,3.784375
20.831,3.75625
20.832,3.703125
20.833,3.696875
20.834,3.703125
20.835,3.721875
20.836,3.725
20.837,3.721875
20.838,3.721875
20.839,3.690625
20.84,3.6625
20.841,3.65625
20.842,3.665625
20.843,3.684375
20.844,3.690625
20.845,3.6875
20.846,3.684375
20.847,3.696875
20.848,3.703125
20.849,3.703125
20.85,3.69375
20.851,3.703125
20.852,3.721875
20.853,3.73125
20.854,3.71875
20.855,3.715625
20.856,3.715625
20.857,3.7125
20.858,3.7
20.859,3.69375
20.86,3.75625
20.861,3.9875
20.862,4.4
20.863,4.6875
20.864,4.546875
20.865,3.9125
20.866,3.1875
20.867,2.928125
20.868,3.321875
20.869,4.01875
20.87,4.55
20.871,4.7125
20.872,4.5875
20.873,4.3625
20.874,4.16875
20.875,4.03125
20.876,3.9375
20.877,3.8875
20.878,3.834375
20.879,3.790625
20.88,3.784375
20.881,3.79375
20.882,3.79375
20.883,3.775
20.884,3.7875
20.885,3.784375
20.886,3.771875
20.887,3.7625
20.888,3.759375
20.889,3.76875
20.89,3.775
20.891,3.78125
20.892,3.796875
20.893,3.796875
20.894,3.79375
20.895,3.778125
20.896,3.75625
20.897,3.746875
20.898,3.75
20.899,3.771875
20.9,3.76875
20.901,3.778125
20.902,3.778125
20.903,3.759375
20.904,3.725
20.905,3.703125
20.906,3.7
20.907,3.7
20.908,3.7125
20.909,3.725
20.91,3.70625
20.911,3.675
20.912,3.665625
20.913,3.684375
20.914,3.68125
20.915,3.684375
20.916,3.6875
20.917,3.703125
20.918,3.70625
20.919,3.69375
20.92,3.675
20.921,3.675
20.922,3.665625
20.923,3.6625
20.924,3.671875
20.925,3.6625
20.926,3.671875
20.927,3.6875
20.928,3.6875
20.929,3.675
20.93,3.678125
20.931,3.696875
20.932,3.678125
20.933,3.671875
20.934,3.678125
20.935,3.69375
20.936,3.696875
20.937,3.66875
20.938,3.6625
20.939,3.659375
20.94,3.659375
20.941,3.6625
20.942,3.678125
20.943,3.690625
20.944,3.684375
20.945,3.665625
